,movie_id,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
1134,1134,George P. Cosmatos,Sam Waterston,Ben Gazzara,Nicholas Turturro,Action Thriller,shadow conspiracy
1135,1135,Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,Action Adventure Comedy Crime,johnny english reborn
1136,1136,Lawrence Kasanoff,Jerry Stiller,Larry Miller,Harvey Fierstein,Action Animation Comedy Family Fantasy,foodfight!
1137,1137,Ben Affleck,Clea DuVall,Scoot McNairy,Tate Donovan,Biography Drama History Thriller,argo
1138,1138,Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,Action Adventure Crime Drama Mystery Thriller,the fugitive
1139,1139,Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,Action Comedy Romance,the bounty hunter
1140,1140,Barry Levinson,Robert De Niro,Brad Pitt,Minnie Driver,Crime Drama Thriller,sleepers
1141,1141,George P. Cosmatos,Sylvester Stallone,Julia Nickson,Martin Kove,Action Adventure Thriller War,rambo: first blood part ii
1142,1142,Brian Gibson,Joseph Gordon-Levitt,Demi Moore,Anne Heche,Drama Thriller,the juror
1143,1143,Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards,Animation Family Fantasy Musical,pinocchio
1144,1144,Michael Cimino,Jeff Bridges,Sam Waterston,Isabelle Huppert,Adventure Drama Western,heaven's gate
1145,1145,Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,Action Adventure Fantasy Sci-Fi Thriller,underworld: evolution
1146,1146,Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,Drama Horror Sci-Fi Thriller,victor frankenstein
1147,1147,Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,Drama,finding forrester
1148,1148,Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,Comedy Drama,28 days
1149,1149,Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,Action Crime Drama Thriller,unleashed
1150,1150,Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,Comedy Romance,the sweetest thing
1151,1151,Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,Drama Mystery Thriller,the firm
1152,1152,Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,Drama Fantasy Romance,charlie st. cloud
1153,1153,Simon West,Jason Statham,Tony Goldwyn,Mini Anden,Action Crime Thriller,the mechanic
1154,1154,Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,Action Comedy Crime,21 jump street
1155,1155,Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,Comedy Drama Romance,notting hill
1156,1156,Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,Adventure Animation Comedy Drama Family,chicken run
1157,1157,John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,Comedy Romance,along came polly
1158,1158,Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,Comedy Drama Romance,boomerang
1159,1159,Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,Action Comedy Crime,the heat
1160,1160,Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,Biography Drama History Romance,cleopatra
1161,1161,Frank Coraci,Salma Hayek,Reggie Lee,Charice,Action Comedy Sport,here comes the boom
1162,1162,Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,Crime Drama Mystery Thriller,high crimes
1163,1163,Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,Comedy Drama Romance,the mirror has two faces
1164,1164,Mark Pellington,Debra Messing,Will Patton,David Eigenberg,Drama Horror Mystery Thriller,the mothman prophecies
1165,1165,Larry Charles,Bono,Elton John,Slash,Comedy,brüno
1166,1166,John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,Action Adventure Thriller,licence to kill
1167,1167,Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,Fantasy Horror Mystery Thriller,red riding hood
1168,1168,John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,Action Crime Drama Thriller,15 minutes
1169,1169,Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,Adventure Comedy Family Fantasy Sci-Fi,super mario bros.
1170,1170,Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,Crime Drama Thriller,lord of war
1171,1171,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Action Adventure History,hero
1172,1172,Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,Action Comedy Crime Romance Thriller,one for the money
1173,1173,Evan Goldberg,James Franco,Randall Park,Anders Holm,Comedy,the interview
1174,1174,Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,Action Fantasy Western,the warrior's way
1175,1175,unknown,Tim Conway,Gavin MacLeod,Bob Hastings,Comedy War,mchale's navy            
1176,1176,Jean-Pierre Jeunet,Omar Sy,Dany Boon,André Dussollier,Action Comedy Crime,micmacs
1177,1177,Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,Drama Music,8 mile
1178,1178,Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,Adventure Animation Comedy Family,animal kingdom: let's go ape
1179,1179,Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,Action Adventure Romance,a knight's tale
1180,1180,Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,Action Comedy Fantasy,the medallion
1181,1181,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,Drama Mystery Thriller,the sixth sense
1182,1182,Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,Action Crime Thriller,man on a ledge
1183,1183,David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,Comedy,the big year
1184,1184,John G. Avildsen,Martin Kove,William Zabka,William Bassett,Action Drama Family Sport,the karate kid
1185,1185,David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,Crime Drama,american hustle
1186,1186,Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,Comedy Drama Romance,the proposal
1187,1187,Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,Crime Mystery Thriller,double jeopardy
1188,1188,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi,back to the future part ii
1189,1189,Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,Action Sci-Fi Thriller,lucy
1190,1190,Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Callum Rennie,Drama Romance,fifty shades of grey
1191,1191,Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,spy kids 3-d: game over
1192,1192,Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,Crime Drama Thriller,a time to kill
1193,1193,Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,Comedy Family,cheaper by the dozen
1194,1194,Peter Berg,Jerry Ferrara,Scott Elrod,Dan Bilzerian,Action Biography Drama Thriller War,lone survivor
1195,1195,Penny Marshall,Tom Hanks,Lori Petty,Rosie O'Donnell,Comedy Drama Sport,a league of their own
1196,1196,James Wan,Javier Botet,Frances O'Connor,Robin Atkin Downes,Horror Mystery Thriller,the conjuring 2
1197,1197,David Fincher,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,Biography Drama,the social network
1198,1198,Ken Kwapis,Carmen Perez,Sabrina Revelle,Sachiko Ishida,Comedy Drama Romance,he's just not that into you
1199,1199,David Zucker,Beau Mirchoff,Carmen Electra,Regina Hall,Comedy,scary movie 4
1200,1200,Wes Craven,Kelly Rutherford,Roger Jackson,Nancy O'Dell,Horror Mystery,scream 3
1201,1201,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi Western,back to the future part iii
1202,1202,Etan Cohen,Will Ferrell,Alison Brie,Craig T. Nelson,Comedy Crime,get hard
1203,1203,Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman,Fantasy Horror Romance,bram stoker's dracula
1204,1204,Nora Ephron,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,Biography Drama Romance,julie & julia
1205,1205,Brian Helgeland,Harrison Ford,Christopher Meloni,Nicole Beharie,Biography Drama Sport,42
1206,1206,Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,Crime Drama Thriller,the talented mr. ripley
1207,1207,Bobby Farrelly,Bill Murray,Kathleen Turner,Rob Riggle,Comedy,dumb and dumber to
1208,1208,Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,Adventure Drama Family,eight below
1209,1209,Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,Comedy Drama,the intern
1210,1210,Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill,Action Comedy,ride along 2
1211,1211,Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,the last of the mohicans
1212,1212,Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,Biography Drama Music,ray
1213,1213,Frank Miller,Rosario Dawson,Powers Boothe,Jason Douglas,Crime Thriller,sin city
1214,1214,Pete Travis,Dennis Quaid,Edgar Ramírez,William Hurt,Crime Drama Mystery Thriller,vantage point
1215,1215,John Hamburg,J.K. Simmons,Jon Favreau,Jane Curtin,Comedy Romance,"i love you, man"
1216,1216,Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,Comedy Drama Fantasy Romance,shallow hal
1217,1217,Oliver Stone,Sally Kirkland,Jay O. Sanders,Cheryl Penland,Drama History Thriller,jfk
1218,1218,John Whitesell,Chloë Grace Moretz,Nia Long,Marisol Nichols,Comedy Crime,big momma's house 2
1219,1219,Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,Adventure Comedy Crime Romance,the mexican
1220,1220,Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,Biography Drama Sport War,unbroken
1221,1221,Burr Steers,Matthew Perry,Hunter Parrish,Thomas Lennon,Comedy Drama Family Fantasy Romance,17 again
1222,1222,Nick Cassavetes,Don Johnson,Kate Upton,David Thornton,Comedy Romance,the other woman
1223,1223,David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,Horror,the final destination
1224,1224,Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan,Drama History Thriller,bridge of spies
1225,1225,John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,Action Drama Thriller War,behind enemy lines
1226,1226,Nicholas Stoller,Pink,Mario Lopez,Lino Facioli,Comedy Music,get him to the greek
1227,1227,Peter Chelsom,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,Comedy Drama Romance,shall we dance
1228,1228,Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,Action Adventure Comedy Family Sci-Fi,small soldiers
1229,1229,Mark A.Z. Dippé,Michael Jai White,Frank Welker,Miko Hughes,Action Horror,spawn
1230,1230,Kevin Reynolds,Henry Cavill,James Frain,Michael Wincott,Action Adventure Drama Romance Thriller,the count of monte cristo
1231,1231,Brad Furman,Matthew McConaughey,Margarita Levieva,Frances Fisher,Crime Drama Thriller,the lincoln lawyer
1232,1232,Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,Action Mystery Thriller,unknown
1233,1233,Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,Drama Mystery Sci-Fi Thriller,the prestige
1234,1234,Sean Anders,Kevin Spacey,Christoph Waltz,Lindsay Sloane,Comedy Crime,horrible bosses 2
1235,1235,Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Adventure Animation Comedy Family Sci-Fi,escape from planet earth
1236,1236,Mel Gibson,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,Action Adventure Drama Thriller,apocalypto
1237,1237,John Glen,Joe Don Baker,Desmond Llewelyn,Art Malik,Action Adventure Thriller,the living daylights
1238,1238,Nimród Antal,Topher Grace,Alice Braga,Derek Mears,Action Adventure Sci-Fi Thriller,predators
1239,1239,Ivan Reitman,Brian Dennehy,Debra Winger,Roscoe Lee Browne,Comedy Crime Romance,legal eagles
1240,1240,David Koepp,Johnny Depp,Charles S. Dutton,Timothy Hutton,Mystery Thriller,secret window
1241,1241,Alejandro Agresti,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,Drama Fantasy Romance,the lake house
1242,1242,Iain Softley,Gena Rowlands,Deneen Tyler,Joy Bryant,Horror Mystery Thriller,the skeleton key
1243,1243,Peter Hedges,Jennifer Garner,Odeya Rush,Common,Comedy Drama Family Fantasy,the odd life of timothy green
1244,1244,Paul Weiland,Busy Philipps,Beau Garrett,Kevin Sussman,Comedy Romance,made of honor
1245,1245,Clint Eastwood,Johnny Cannizzaro,Steve Schirripa,Scott Vance,Biography Drama Music Musical,jersey boys
1246,1246,Francis Ford Coppola,Matt Damon,Dean Stockwell,Virginia Madsen,Crime Drama Thriller,the rainmaker
1247,1247,Mathieu Kassovitz,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,Horror Mystery Thriller,gothika
1248,1248,Steven Spielberg,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,Drama History,amistad
1249,1249,John McTiernan,Lorraine Bracco,José Wilker,Sean Connery,Adventure Drama Romance,medicine man
1250,1250,Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte,Action Horror Sci-Fi Thriller,aliens vs. predator: requiem
1251,1251,Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde,Comedy Family,ri¢hie ri¢h
1252,1252,Joan Chen,J.K. Simmons,Sam Trammell,Elaine Stritch,Drama Romance,autumn in new york
1253,1253,Marc Lawrence,Brad Garrett,Scott Porter,Haley Bennett,Comedy Music Romance,music and lyrics
1254,1254,Greg Mottola,Bobby Lee,Nelson Ascencio,Jeremy Owen,Adventure Comedy Sci-Fi,paul
1255,1255,Anne Fletcher,Miriam Margolyes,Tom Virtue,Julene Renee,Comedy Drama,the guilt trip
1256,1256,Wes Craven,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Horror Mystery,scream 4
1257,1257,Joel Schumacher,Nicolas Cage,Chris Bauer,Anthony Heald,Mystery Thriller,8mm
1258,1258,Oliver Stone,Michael Wincott,Kevin Dillon,Kathleen Quinlan,Biography Drama Music Musical,the doors
1259,1259,Jake Kasdan,James Wilcox,Randall Park,Nat Faxon,Comedy,sex tape
1260,1260,Diane Keaton,Adam Arkin,Celia Weston,Jesse James,Comedy Drama,hanging up
1261,1261,Steven Quale,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,Horror,final destination 5
1262,1262,Kelly Makin,Jeanne Tripplehorn,Burt Young,Vincent Pastore,Comedy Crime Romance,mickey blue eyes
1263,1263,Mimi Leder,Kevin Spacey,Haley Joel Osment,Angie Dickinson,Drama,pay it forward
1264,1264,Bobby Farrelly,Jimmy Fallon,KaDee Strickland,Ione Skye,Comedy Drama Romance Sport,fever pitch
1265,1265,unknown,Bruce Dinsmore,Melissa Altro,Daniel Brochu,Animation Comedy Family,arthur            
1266,1266,Steven Brill,Lisa Ann Walter,Shaun Weiss,Matt Walsh,Comedy Drama,drillbit taylor
1267,1267,Seth MacFarlane,Liam Neeson,Charlize Theron,Seth MacFarlane,Comedy Western,a million ways to die in the west
1268,1268,Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,Action Adventure Crime Fantasy Mystery Thriller,the shadow
1269,1269,Stephen Daldry,Tom Hanks,Thomas Horn,Stephen Henderson,Adventure Drama Mystery,extremely loud & incredibly close
1270,1270,Roger Michell,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,Comedy Drama Romance,morning glory
1271,1271,Jim Sheridan,50 Cent,Bill Duke,Marc John Jefferies,Biography Crime Drama Music,get rich or die tryin'
1272,1272,Christian Duguay,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,Action Adventure Crime Thriller,the art of war
1273,1273,Chris Columbus,Rosario Dawson,David Fine,Jesse L. Martin,Drama Musical Romance,rent
1274,1274,Chuck Russell,Rufus Sewell,Jimmy Smits,Angela Bettis,Crime Drama Horror Thriller,bless the child
1275,1275,Sam Weisman,Oliver Hudson,Valerie Perri,Carlease Burke,Comedy,the out-of-towners
1276,1276,John Frankenheimer,Marlon Brando,Temuera Morrison,Marco Hofschneider,Horror Sci-Fi Thriller,the island of dr. moreau
1277,1277,Peter Hyams,Catherine Deneuve,Justin Chambers,Stephen Rea,Action Adventure Romance,the musketeer
1278,1278,Justin Chadwick,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,Biography Drama History Romance,the other boleyn girl
1279,1279,Pat O'Connor,Keanu Reeves,Charlize Theron,Frank Langella,Drama Romance,sweet november
1280,1280,Stephen Hopkins,Stephen Rea,Andrea Frankle,William Ragsdale,Horror Thriller,the reaping
1281,1281,Martin Scorsese,Robert De Niro,David Carradine,David Proval,Crime Drama Romance Thriller,mean streets
1282,1282,Penny Marshall,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,Comedy Drama,renaissance man
1283,1283,Olivier Megaton,Jordi Mollà,Callum Blue,Jesse Borrego,Action Crime Drama Thriller,colombiana
1284,1284,Frederik Du Chau,Gary Oldman,Jaleel White,Eric Idle,Adventure Animation Comedy Drama Family Fantasy Musical,the magic sword: quest for camelot
1285,1285,Michael Caton-Jones,Robert De Niro,James Franco,John Doman,Crime Drama Mystery Thriller,city by the sea
1286,1286,Irwin Winkler,Mira Sorvino,Nathan Lane,Steven Weber,Drama Romance,at first sight
1287,1287,Joseph Kahn,Dane Cook,Jay Hernandez,Christina Milian,Action Comedy Crime,torque
1288,1288,Harold Becker,Al Pacino,Martin Landau,Bridget Fonda,Drama Thriller,city hall
1289,1289,Paul Verhoeven,Bobbie Phillips,Elizabeth Berkley,Robert Davi,Drama,showgirls
1290,1290,Sofia Coppola,Kirsten Dunst,Shirley Henderson,Rip Torn,Biography Drama History Romance,marie antoinette
1291,1291,Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall,Action Crime Thriller,kiss of death
1292,1292,Stephen Kay,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,Action Crime Drama Thriller,get carter
1293,1293,J.A. Bayona,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,Drama Thriller,the impossible
1294,1294,Elaine May,Carol Kane,Warren Beatty,Isabelle Adjani,Action Adventure Comedy Music Thriller,ishtar
1295,1295,Wes Anderson,Bill Murray,Meryl Streep,Helen McCrory,Adventure Animation Comedy Crime Family,fantastic mr. fox
1296,1296,Stephen Herek,Angelina Jolie Pitt,Stockard Channing,James Gammon,Comedy Romance,life or something like it
1297,1297,John Carpenter,Richard Epcar,Michael McKean,Patricia Heaton,Comedy Romance Sci-Fi Thriller,memoirs of an invisible man
1298,1298,Jean-Pierre Jeunet,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,Comedy Romance,amélie
1299,1299,Dennie Gordon,Mary-Kate Olsen,Bob Saget,Riley Smith,Comedy Crime Family Romance,new york minute
1300,1300,Charles Shyer,Omar Epps,Nia Long,Jane Krakowski,Comedy Drama Romance,alfie
1301,1301,Ken Kwapis,Ted Danson,Tim Blake Nelson,Andrew Daly,Biography Drama Romance,big miracle
1302,1302,Ulu Grosbard,Alexa PenaVega,Treat Williams,Jonathan Jackson,Drama,the deep end of the ocean
1303,1303,William Malone,Natascha McElhone,Jeffrey Combs,Udo Kier,Crime Horror Thriller,feardotcom
1304,1304,Paul Weitz,Josh Hutcherson,Salma Hayek,Patrick Fugit,Action Adventure Fantasy Thriller,cirque du freak: the vampire's assistant
1305,1305,Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,Drama Horror Sci-Fi Thriller,victor frankenstein
1306,1306,Danny DeVito,Justin Theroux,Amber Valletta,Harvey Fierstein,Comedy,duplex
1307,1307,Malcolm D. Lee,Bernie Mac,Sean Hayes,Mike Epps,Comedy Drama Music,soul men
1308,1308,Jerry Jameson,M. Emmet Walsh,Jason Robards,Anne Archer,Action Adventure Drama Thriller,raise the titanic
1309,1309,Mic Rodgers,Michael Jai White,Daniel von Bargen,Xander Berkeley,Action Sci-Fi,universal soldier: the return
1310,1310,Christian Alvart,Norman Reedus,Dennis Quaid,Eddie Rouse,Action Horror Mystery Sci-Fi Thriller,pandorum
1311,1311,Gary Fleder,Gary Dourdan,Mekhi Phifer,Tim Guinee,Drama Mystery Sci-Fi Thriller,impostor
1312,1312,Christian Duguay,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,Action Adventure Thriller,extreme ops
1313,1313,Jean-Marie Poiré,Bridgette Wilson-Sampras,Matt Ross,John Aylward,Comedy Fantasy Sci-Fi,just visiting
1314,1314,Danny Boyle,Chris Evans,Benedict Wong,Troy Garity,Adventure Sci-Fi Thriller,sunshine
1315,1315,Brian Robbins,John Gatins,Lou Saliba,Greg Collins,Comedy Drama,a thousand words
1316,1316,Marc F. Adler,Eric Idle,Anne Bancroft,Kelly Ripa,Adventure Animation Comedy Fantasy Romance,delgo
1317,1317,Pierre Morel,Ray Winstone,Mark Rylance,Jasmine Trinca,Action Crime Drama Mystery Thriller,the gunman
1318,1318,Geoffrey Sax,Alex Pettyfer,Sophie Okonedo,Ashley Walters,Action Adventure Family Thriller,alex rider: operation stormbreaker
1319,1319,D.J. Caruso,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,Drama Mystery Thriller,disturbia
1320,1320,Iain Softley,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,Comedy Crime Drama Thriller,hackers
1321,1321,Richard Shepard,James Brolin,Zan Marolt,Ljubomir Kerekes,Adventure Comedy Drama Romance Thriller War,the hunting party
1322,1322,Joel Coen,Jennifer Jason Leigh,Bill Cobbs,John Mahoney,Comedy Fantasy,the hudsucker proxy
1323,1323,Peter Ho-Sun Chan,Jet Li,Takeshi Kaneshiro,Andy Lau,Action Drama History Romance War,the warlords
1324,1324,Sergey Bodrov,Jay Hernandez,Kuno Becker,Jason Scott Lee,Drama History War,nomad: the warrior
1325,1325,Joon-ho Bong,Chris Evans,Ewen Bremner,Kang-ho Song,Action Drama Sci-Fi Thriller,snowpiercer
1326,1326,Bibo Bergeron,Adam Goldberg,Bob Balaban,François Cluzet,Adventure Animation Comedy Fantasy Music Romance,a monster in paris
1327,1327,Jeff Nathanson,Matthew Broderick,Glenn Morshower,Tim Blake Nelson,Comedy,the last shot
1328,1328,Alex Proyas,Michael Wincott,Bai Ling,David Patrick Kelly,Action Drama Fantasy,the crow
1329,1329,S.S. Rajamouli,Tamannaah Bhatia,Anushka Shetty,Prabhas,Action Adventure Drama Fantasy War,baahubali: the beginning
1330,1330,Robert Schwentke,Arliss Howard,Brooklynn Proulx,Michelle Nolden,Drama Fantasy Romance Sci-Fi,the time traveler's wife
1331,1331,Michael Lehmann,Colin Ferguson,Stephen Collins,Tom Everett Scott,Comedy Romance,because i said so
1332,1332,Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,Action Crime Thriller,the fast and the furious
1333,1333,Tim Burton,Martin Landau,Catherine O'Hara,Atticus Shaffer,Animation Comedy Family Horror Sci-Fi,frankenweenie
1334,1334,Joss Whedon,Adam Baldwin,Sean Maher,Michael Hitchcock,Action Adventure Sci-Fi Thriller,serenity
1335,1335,Charles S. Dutton,Omar Epps,Charles S. Dutton,Tim Daly,Biography Drama Romance Sport,against the ropes
1336,1336,Richard Lester,Margot Kidder,Robert Vaughn,Jackie Cooper,Action Comedy Sci-Fi,superman iii
1337,1337,Peter Segal,Robert De Niro,Sylvester Stallone,Oscar Gale,Comedy Sport,grudge match
1338,1338,John Woo,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,Action Adventure Drama History War,red cliff
1339,1339,Andy Tennant,Ethan Embry,Mary Lynn Rajskub,Courtney Gains,Comedy Romance,sweet home alabama
1340,1340,Robert Luketic,Gerard Butler,John Michael Higgins,Eric Winter,Comedy Romance,the ugly truth
1341,1341,Jonathan Lynn,Austin Pendleton,Phil Hartman,Max Casella,Comedy,sgt. bilko
1342,1342,Robert Rodriguez,Steve Buscemi,Alexa PenaVega,Emily Osment,Action Adventure Comedy Family Sci-Fi,spy kids 2: island of lost dreams
1343,1343,David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes,Action Adventure Mystery Sci-Fi Thriller,star trek: generations
1344,1344,Kar-Wai Wong,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui,Action Biography Drama,the grandmaster
1345,1345,Francis Lawrence,Robert Pattinson,Christoph Waltz,James Frain,Drama Romance,water for elephants
1346,1346,unknown,Joseph Gordon-Levitt,Wayne Knight,Kristen Johnston,Comedy Family Sci-Fi,3rd rock from the sun            
1347,1347,Yuefeng Song,Blythe Auffarth,Bianca Collins,Jiao Xu,Adventure Animation Family Fantasy,dragon nest: warriors' dawn
1348,1348,Norman Jewison,Denzel Washington,Vincent Pastore,Deborah Kara Unger,Biography Drama Sport,the hurricane
1349,1349,Michael Apted,Bill Cobbs,Jeff Kober,Billy Campbell,Crime Drama Thriller,enough
1350,1350,David Mirkin,Sarah Silverman,Anne Bancroft,Jeffrey Jones,Comedy Crime Romance,heartbreakers
1351,1351,Andy Fickman,D.B. Woodside,Daniella Alonso,Eduardo Verástegui,Action Comedy Crime,paul blart: mall cop 2
1352,1352,Luis Mandoki,Sonia Braga,Shirley Knight,Kari Matchett,Drama Romance,angel eyes
1353,1353,John Pasquin,Jim Belushi,Ken Marino,Kelly Lynch,Comedy Drama,joe somebody
1354,1354,Roman Polanski,Johnny Depp,Frank Langella,Lena Olin,Mystery Thriller,the ninth gate
1355,1355,Michael Apted,J.K. Simmons,Paul Guilfoyle,Bill Nunn,Crime Drama Mystery Thriller,extreme measures
1356,1356,Stephen Herek,Beth Grant,Dagmara Dominczyk,Matthew Glave,Drama Music,rock star
1357,1357,Lee Daniels,Mo'Nique,Gabourey Sidibe,Mariah Carey,Drama,precious
1358,1358,Ridley Scott,Jeff Bridges,Jason Marsden,Ethan Embry,Adventure Drama,white squall
1359,1359,John Carpenter,Wilford Brimley,Richard Masur,David Clennon,Horror Mystery Sci-Fi,the thing
1360,1360,David Twohy,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,Action Sci-Fi Thriller,riddick
1361,1361,Jeb Stuart,Gregory Scott Cummins,Claudia Stedelin,Ted Markland,Crime Mystery Thriller,switchback
1362,1362,Steve Miner,Tom Skerritt,Usher Raymond,Leonor Varela,Action Adventure Drama Thriller Western,texas rangers
1363,1363,Gil Kenan,Bill Murray,Toby Jones,Harry Treadaway,Adventure Family Fantasy Sci-Fi,city of ember
1364,1364,Paul Thomas Anderson,Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild,Drama,the master
1365,1365,David Leland,Hayden Christensen,Ryan Cartwright,David Walliams,Adventure Comedy History Romance,virgin territory
1366,1366,Gary Fleder,Dennis Quaid,Nicole Beharie,Charles S. Dutton,Biography Drama Sport,the express
1367,1367,J Blakeson,Chloë Grace Moretz,Maggie Siff,Nick Robinson,Action Adventure Sci-Fi Thriller,the 5th wave
1368,1368,Ryan Coogler,Sylvester Stallone,Phylicia Rashad,Graham McTavish,Drama Sport,creed
1369,1369,Ben Affleck,Jeremy Renner,Jon Hamm,Owen Burke,Crime Drama Thriller,the town
1370,1370,Kirk Jones,Anna Kendrick,Dennis Quaid,Thomas Lennon,Comedy Drama Romance,what to expect when you're expecting
1371,1371,Ethan Coen,J.K. Simmons,Brad Pitt,Kevin Sussman,Comedy Drama,burn after reading
1372,1372,Jennifer Flackett,Gerard Butler,Anthony Simcoe,Christopher James Baker,Adventure Comedy Family Fantasy,nim's island
